turn number,turn,node number,decition time,move,
0,white,229210,0.04169782157987356186,White pawn from E2 to E3,
1,black,619549,0.12171457242220640182,Black pawn from G7 to G5,
2,white,792492,0.16248573968186974525,White knight from G1 to F3,
3,black,1068027,0.23411504132673144341,Black pawn from F7 to F6,
4,white,633273,0.14081007707864046097,White knight from F3 to G5,
5,black,219498,0.05084553360939025879,Black bishop from F8 to H6,
6,white,411034,0.09613535553216934204,White queen from D1 to H5,
7,black,117992,0.02806870965287089348,Black king from E8 to F8,
8,white,2823264,0.67466436047106981277,White queen from H5 to F7,
9,black,0,0.00000127917155623436,Checkmate,
