turn number,turn,node number,decition time,move,
0,white,229210,0.04166749399155378342,White pawn from E2 to E3,
1,black,619549,0.12173086591064929962,Black pawn from G7 to G5,
2,white,792492,0.16249107988551259041,White knight from G1 to F3,
3,black,1068027,0.23471486847847700119,Black pawn from F7 to F6,
4,white,633273,0.14079355169087648392,White knight from F3 to G5,
5,black,219498,0.05088791204616427422,Black bishop from F8 to H6,
6,white,411034,0.09611460659652948380,White queen from D1 to H5,
7,black,117992,0.02804029826074838638,Black king from E8 to F8,
8,white,2823264,0.67490259092301130295,White queen from H5 to F7,
9,black,0,0.00000128103420138359,Checkmate,
