turn number,turn,node number,decition time,move,
0,white,229210,0.04166673542931675911,White pawn from E2 to E3,
1,black,619549,0.12172380369156599045,Black pawn from G7 to G5,
2,white,792492,0.16258340328931808472,White knight from G1 to F3,
3,black,1068027,0.23406502883881330490,Black pawn from F7 to F6,
4,white,633273,0.14082182571291923523,White knight from F3 to G5,
5,black,219498,0.05080675240606069565,Black bishop from F8 to H6,
6,white,411034,0.09610215388238430023,White queen from D1 to H5,
7,black,117992,0.02806871710345149040,Black king from E8 to F8,
8,white,2823264,0.67496923590078949928,White queen from H5 to F7,
9,black,0,0.00000123446807265282,Checkmate,
