turn number,turn,node number,decition time,move,
0,white,229210,0.04173018271103501320,White pawn from E2 to E3,
1,black,619549,0.12172730220481753349,Black pawn from G7 to G5,
2,white,792492,0.16247139731422066689,White knight from G1 to F3,
3,black,1068027,0.23411070741713047028,Black pawn from F7 to F6,
4,white,633273,0.14087077463045716286,White knight from F3 to G5,
5,black,219498,0.05097054829820990562,Black bishop from F8 to H6,
6,white,411034,0.09617067733779549599,White queen from D1 to H5,
7,black,117992,0.02805555565282702446,Black king from E8 to F8,
8,white,2823264,0.67453289264813065529,White queen from H5 to F7,
9,black,0,0.00000125728547573090,Checkmate,
