turn number,turn,node number,decition time,move,
0,white,229210,0.04175073979422450066,White pawn from E2 to E3,
1,black,619549,0.12177196284756064415,Black pawn from G7 to G5,
2,white,792492,0.16250732587650418282,White knight from G1 to F3,
3,black,1068027,0.23418583162128925323,Black pawn from F7 to F6,
4,white,633273,0.14099753834307193756,White knight from F3 to G5,
5,black,219498,0.05090064415708184242,Black bishop from F8 to H6,
6,white,411034,0.09608728159219026566,White queen from D1 to H5,
7,black,117992,0.02805044548586010933,Black king from E8 to F8,
8,white,2823264,0.67496987199410796165,White queen from H5 to F7,
9,black,0,0.00000120466575026512,Checkmate,
